title,content,url
13 paisajes de México que relajan la mente e inspiran a viajar en un futuro,"
El azul y el verde son los colores de la vida, de la naturaleza. Está comprobado que ambos otorgan descanso a la vista, tienen cierto efecto relajante y ayudan a concentrarse mejor. Te proponemos una pequeña dosis de estos colores en 13 paisajes de México. La mayoría de estos sitios no son tan famosos como otros, pero podrían convertirse en tu próximo destino ideal, cuando todo esto pase y podamos viajar de nuevo…

1. Laguna Kaan Luum



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Tulum Photographer (@albertolamaphotographer) el 9 de Ene de 2020 a las 2:00 PST



Es una laguna de color turquesa, casi transparente, con un cenote en medio, de unos 82 metros de profundidad.  Para llegar a ella hay que recorrer a pie un camino de madera de un kilómetro  en medio de  los manglares. Kaan Luum se encuentra en medio de la selva de la Riviera Maya, en Quintana Roo, a unos 15 minutos en auto de Tulum.
 

2. Dunas de Bilbao



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por NY (@ny_roguez) el 6 de Nov de 2019 a las 12:00 PST



No, esta imagen no es del Sahara, sino del mar de arena que existe al norte del país, en el estado de Coahuila, en el municipio de Viesca, a unos 65 kilómetros de Torreón. Son las dunas de Bilbao, creadas por la erosión de las montañas. Estos médanos están en constante cambio por la acción del viento, pero mucha de la gente que vive en la región, prefiere darle crédito a aquella leyenda que atribuye ese movimiento de las dunas a los gigantes que habitan debajo de ellas. Esta maravilla de la naturaleza se suma a otros dos atractivos del estado: la enigmática y misteriosa Zona del Silencio en el desierto coahuilense, —misma que comparten los estados de Durango y Chihuahua— y, por supuesto, a las pozas de Cuatro Ciénegas. También presumen que aquí se han filmado 14 películas. 


3. El Salto



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Jose Mostajo (@josemostajo) el 27 de Ene de 2020 a las 6:19 PST



En época de lluvias se forma una robusta caída de agua a 70 metros de altura en la parte elevada de un cañón. Al mismo tiempo, se forman pozas de color turquesa en las que es posible nadar. Este bello paisaje, ideal para todo aquel que quiera huir del estrés, se localiza entre la vegetación exótica de la Huasteca potosina, en el municipio El Naranjo. 

4. Roca Partida



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 




Estos impresionantes acantilados —donde el viento arrecia y las olas del golfo de México chocan contra sus rocas de origen volcánico—, están en la región de Los Tuxtlas, al sur de Veracruz. Cuando la lava se petrificó al encontrarse con el mar, se formaron cuevas. Miles de años después fueron el escondite de piratas. Una de ellas lleva el nombre de Lorencillo. 
Lee también: Visita el fabuloso Salto de Eyipantla en Los Tuxtlas, Veracruz

5. Isla Holbox, en Quintana Roo



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Isla Holbox Tourism (@holboxtourism) el 8 de Nov de 2018 a las 9:27 PST



Esta pequeña isla del golfo de México pertenece al Área de Protección de Flora y Fauna Yum Balam, en el estado de Quintana Roo. Mide apenas 40 kilómetros de largo y dos ancho, y llama tanto la atención por su atmósfera rústica y sus playas de arena fina bañada por aguas que van desde las tonalidades turquesa hasta la transparencia absoluta, pasando por el jade. Cuando todo esto pase, éste será un buen lugar para escaparte en pareja y refugiarte en un hotel boutique. Holbox es el paraíso de las aves donde es posible mecerse en una hamaca sobre el mar. Desde Cancún se hacen dos horas de camino, incluido el trayecto en lancha.

6. Becán



 


 

 



 




 




Esta zona arqueológica de la selva de Campeche destaca por su arquitectura monumental estilo Río Bec, dominada por sus torres y nichos, pero principalmente por un foso artificial que la rodea y es único en su tipo. Aún conserva mascarones. Junto con Calakmul, es una de las ciudades mayas que todo buen viajero debe descubrir. Se localiza a unas tres horas de la ciudad de Campeche. Vivió su época más importante entre el 600 y 1000 d.C.

7. Arco del Tiempo



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Juan Gonzalo Espinosa Salazar (@juanespinosalazar) el 4 de Feb de 2019 a las 8:42 PST



Uno de los arcos naturales de roca más altos del planeta pertenece al mismísimo estado de Chiapas, dentro del cañón Río La Venta. El cañón es una formación geológica de 87 mil años de antigüedad, con paredes verticales que alcanzan 500 metros de profundidad. Aquí la erosión también esculpió un túnel, cuyo final remata en un arco de unos 158 metros de altura, 255 metros de largo y 65 de ancho. A este lugar de difícil acceso es posible llegar en balsa o a pie. El cañón está dentro de la Selva el Ocote, en el municipio de Cintalapa.

8. Lago de Camécuaro



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Fernando Arce (@fernando.arce.lopez) el 27 de Dic de 2018 a las 2:52 PST



En la quietud de sus aguas de color esmeralda se reflejan los frondosos sabinos y ahuehuetes milenarios de raíces rebuscadas. Sus ramas crean un juego de claroscuros fascinante. Como casi todos los cuerpos de agua de Michoacán, éste también tiene varias leyendas: algunas cursis, como la de aquella princesa que formó el lago con sus lágrimas, o la de la mujer que sale de las profundidades para jalarle los pies a aquél que se meta a nadar. Camécuaro fue declarado parque nacional en 1940 y se localiza en el estado de Michoacán, en el municipio de Tangancícuaro.

9. Cascada de Basaseachi



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por I Like Mexico (@ilikemexico) el 29 de Oct de 2019 a las 2:00 PDT



Sobre la Barranca de Candameña cae la segunda cascada más alta de México, de 256 metros. La primera es Piedra Volada, de 456 metros (aunque solo se deja ver en temporada de lluvias), dentro del Parque Nacional Cascada de Basaseachi, en las famosas Barrancas del Cobre, en Chihuahua, a unas tres horas del Pueblo Mágico de Creel. 
Lee también: 7 miradores en México que te harán perder el aliento

10. Lagunas de Chacahua



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Jocelyn Blore (@bloresrazor) el 29 de Feb de 2020 a las 4:31 PST



Es uno de los paisajes más rústicos y relejantes de la  costa de Oaxaca, un santuario de aves y tortugas marinas que llegan a desovar a sus playas. Sus manglares son un ecosistema que hace posible la vida de una gran cantidad de especies de animales. Por las noches, no solo el firmamento se tupe de estrellas, también sus cinco lagunas regalan un universo de pequeñas luces tintineantes que ocurren gracias al fenómeno de la bioluminiscencia. Chacahua se localiza a unos 60 kilómetros de Puerto Escondido.
 

11. Cenote Suytún



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Maximilan (@maximilian.k93) el 20 de Mar de 2020 a las 2:36 PDT



Este cenote, a unos cinco minutos en auto del Pueblo Mágico de Valladolid, en Yucatán, es uno de los triunfadores de Instagram. La caverna profunda luce una bóveda de gran altura decorada por una gran cantidad de estalactitas. Un haz de luz se cuela por un agujero natural en el techo iluminando la poza azul y cristalina.
 

12. Costa Careyes



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Samina Rind |NYC (@saminarind) el 15 de Nov de 2018 a las 4:52 PST



Es un paraíso entre la selva y el Pacífico mexicano, con kilómetros y kilómetros de playas doradas, acantilados y albercas de borde infinito que hacen las veces de miradores de casas y alojamientos de gran lujo. Careyes es uno de los destinos de sol y playa ideales para  quitarse el estrés en pareja. Forma parte de la Costalegre de Jalisco, al sur de Puerto Vallarta. 
Lee también: La playa más pequeña de México es un verdadero paraíso

13. Mirador Cuatro Palos



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Querétaro + Rock = Querétarock (@queretarockk) el 18 de Abr de 2020 a las 4:00 PDT



Conforme avanza la mañana, el mar de nubes se abre para permitir ver, desde el cerro de la Media Luna, la unión de un bosque de encinos y el semidesierto. Los barrancos y las crestas de las montañas otorgan dramatismo a este paisaje, uno de tantos que puede presumir Querétaro, en la Reserva de la Biósfera de la Sierra Gorda. 
 ",https://eluniversal.com.mx/destinos/13-paisajes-de-mexico-para-relajar-la-mente-en-cuarentena
Estos son los videos de ovnis que reveló el Pentágono,"

Se asemejan a platillos voladores y parece que no hay una explicación de por qué aparecen allí.

Así lo informó este lunes el Departamento de Defensa de Estados Unidos al dar a conocer tres videos de objetos voladores no identificados (ovnis) que fueron grabados por pilotos estadounidenses.

El Pentágono señaló que difundía los videos, que se habían filtrado por internet en años anteriores, para eliminar cualquier tipo de “malentendido” sobre el origen de las grabaciones y la veracidad de lo que en ellas se ve.

Además, añadió que los videos mostraban “fenómenos aéreos inexplicables”.

“La secretaría de Defensa ha decidido publicar estos tres videos para evitar los malentendidos que pudieran surgir después de que estas imágenes fueran filtradas y comenzaran a circular en internet”, explicó el Pentágono en un comunicado.
 También lee: Marina de EU admite haber avistado al menos 3 ""ovnis""

Los videos, que se habían dado a conocer en 2007 y 2017 sin el permiso del gobierno estadounidense, circulaban ampliamente en internet y eran utilizados para dar vuelo a varias teorías sobre la existencia de vida extraterrestre. 

Qué se observa en los videos

En ellos se pueden divisar sombras de figuras semejantes a platillos voladores, que parecen estar volando en el mismo espacio aéreo que los aviones de combate del ejército de Estados Unidos. 


“Los fenómenos aéreos que se aprecian en estos videos y que fueron filmados durante ejercicios de combate en 2004 y 2015 han sido clasificados como ‘No Identificados’”, agregó el comunicado.

Dos de las grabaciones habían sido publicadas por el diario The New York Times en 2017 y otro, por una organización privada conocida como la “Academia de la Ciencia y el Arte de las Estrellas”. 

En uno de los videos dados a conocer por el diario estadounidense se registra un incidente ocurrido en 2004. 

Allí, dos pilotos de la Marina estadounidense se encontraron con un objeto largo flotando sobre el agua, pero que de acuerdo al relato de uno de ellos, David Fravor, “se aceleraba a un velocidad que nunca había visto antes en mi vida”.
 También lee: ¿Cree Donald Trump en los ovnis?
 La Marina estadounidense tiene una publicación donde se dan a conocer las notificaciones sobre ovnis de forma periódica.
",https://www.eluniversal.com.mx/mundo/videos-las-tres-grabaciones-de-ovnis-que-revelo-el-pentagono
Ciudadanos contratados durante pandemia ya trabajan en calles de SLP,"
Un total de 300 trabajadores temporales, que han sido contratados a través del programa “Tenemos Trabajo, Empleo Temporal”, ya laboran en la rehabilitación de espacios públicos y limpieza de áreas verdes en coordinación con diversas áreas, informó el director de Servicios Municipales, José  Luis Zamora Valero.

El gobierno de Xavier Nava Palacios, paga a la población económicamente activa que se encuentre en situación de desempleo por la contingencia, mil 500 pesos mensuales por beneficiario, durante abril, mayo y junio; teniendo que laborar 24 horas al mes, divididas máximo en 4 jornadas.

El funcionario municipal precisó que las personas que se incorporaron realizan acciones de limpieza al interior del municipio, distribuidos cien trabajadores en el área de Imagen Urbana, otros más en Parques y Jardines y cien más en las cuadrillas especiales que sobre avenidas, puentes y espacios públicos.

Zamora Valero dijo que estos trabajadores temporales están realizando acciones de mantenimiento, barrido, recolección de basura en avenida Hernán Cortés, José de Gálvez, Carretera 57, Colorines a Distribuidor Juárez, Avenida Colorines y en el interior y exterior de la Alameda Juan Sarabia, así como en los puentes de 20 de Noviembre, Prolongación Moctezuma, Vasco de Quiroga y parte de la zona norte.

“Es un trabajo de corresponsabilidad, y aquí se busca cumplir con los objetivos planteados en el Programa de Reactivación Económica, para frenar el desempleo” finalizó.
",https://sanluis.eluniversal.com.mx/metropoli/28-04-2020/ciudadanos-contratados-durante-pandemia-ya-trabajan-en-calles-de-slp
La otra pandemia: En Oaxaca 15 mujeres han desaparecido durante cuarentena por Covid-19,"
El pasado 23 de abril, Itzel González González cumplió 21 años de edad, para celebrar su vida no hubo pastel ni abrazos, sino una protesta y un mitin en la cabecera municipal de San Juan Bautista Tuxtepec, donde se exigió su aparición con vida, luego de que nueve días antes sus familiares y amigos perdieran todo rastro de ella.

Originaria de Tezonapa, Veracruz, la joven vive en Tuxtepec, donde cosecha el sueño de convertirse en personal médico y salvar vidas. Actualmente, es estudiante de cuarto semestre de la licenciatura en Enfermería en la Universidad del Papaloapan (UNPA).

De forma regular, Itzel visitaba a sus padres los fines de semana, pero en últimas fechas la joven dejó de hacerlo a causa de la pandemia por el coronavirus, relata Juan González, su padre, en entrevista para EL UNIVERSAL.  

“Nosotros vivimos en Tezonapan, ahorita con lo del virus le pedimos a mi hija que se quedara en el cuarto que renta para ir a la universidad, que no hiciera viajes para Veracruz”, relata.



Foto: Cortesía

Itzel desapareció en abril, en plena cuarentena voluntaria y en fase 3 de la pandemia por el nuevo coronavirus. Al no tener a sus padres cerca, la joven se apoyaba en familiares y amigos que viven en Tuxtepec; el día que fue vista por última vez se dirigía caminando a casa de un tío. Nunca llegó a su destino.

Pero ella no ha sido la única en desaparecer en plena cuarentena. De acuerdo con las fichas emitidas por la Unidad de Búsqueda de Personas desaparecidas y No Localizadas, de la Fiscalía General del Estado (FGEO), desde la segunda quincena de marzo hasta el 25 de abril, han desaparecido al menos otras 14 mujeres en la entidad, cuyo paradero no ha sido ubicado.

De acuerdo con los registros, la edad promedio de estas 15 mujeres desaparecidas es de 22 años. Entre ellas se encuentran seis menores de edad, incluida una bebé de entre dos y tres años, quien fue vista por última vez el 28 de marzo pasado junto a su madre, también sin localizar, en Valle de Etla, región de los Valles Centrales.

Al comparar los datos, también se observa que la mayoría de las víctimas tenían 20 años o menos. Asimismo, los reportes por mujeres no localizadas fueron ubicados en las regiones  Cañada, Costa,  Istmo de Tehuantepec,  los Valles Centrales y  la   Cuenca.

Enfermedad

El día de la protesta para exigir la reaparición con vida de Itzel, hombres y mujeres se dieron cita también para pedir por otras jóvenes desaparecidas en la región. Con una pancarta evocaron sus nombres: “Fátima, Luz Marina, Gabriela... La pandemia de la violencia de género no acaba”.

Al hablar de su hija y la última vez que supo de ella, el señor Juan explica que Itzel es “una joven sana, sonriente y sociable, que sueña, como muchas señoritas de su edad, con salir adelante”.

 “A pesar de que ella se quedó en Tuxtepec, mi hija nos escribía y llamaba constantemente, siempre nos decía qué cosas le pasaban y qué hizo en el día (...) Desafortunadamente, el martes [14 de abril] mi hija decidió visitar a su tío, tenía que caminar como un kilómetro hacia la colonia La Rosalía, pero nunca llegó. Le intentamos llamar a su celular, pero desde entonces y a la fecha suena como apagado”.

Ahora, ya en fase 3 de la pandemia, la búsqueda de Itzel continúa. Pese a    que autoridades no le han avisado de algún avance en la investigación, Juan está seguro de que no parará en su búsqueda. Sin saber dónde está su niña, el mensaje  para ella es claro: “Estamos aquí contigo, Itzel, y lo estaremos hasta que aparezcas”.
",https://oaxaca.eluniversal.com.mx/sociedad/27-04-2020/la-otra-pandemia-en-oaxaca-15-mujeres-han-desaparecido-durante-cuarentena-por
Coronavirus Covid-19 para niños: Libro gratis en PDF para descargar,"





Coronavirus: Un cuento para niños y niñas sobre la pandemia es un libro que explica lo que es el Covid-19 a los más pequeños.
Este cuento fue escrito por Elizabeth Jenner, Kate Wilson y Nia Roberts –parte del equipo de la editorial inglesa Nosy Crow- y cuenta con ilustraciones de Axel Scheffler, reconocido artista del cuento infantil El Grúfalo.
Grupo Planeta, a través de su sello infantil TimunMas, publicó en línea este libro para que los niños entiendan esta nueva enfermedad y las medidas tomadas para controlar la pandemia de coronavirus. 
El libro se puede descargar gratis en formato PDF. Es un cuento historieta que con un lenguaje simple y dibujos ilustrativos, explica con rigor científico qué es el coronavirus a los niños.
El libro está escrito en formato pregunta-respuesta y contesta a las principales dudas sobre el Covid-19:

¿Qué es el coronavirus?
¿Cómo se contrae el coronavirus?
¿Qué sucede si contraes el coronavirus?
¿Por qué las personas están preocupadas por contraer el coronavirus?
¿Existe una cura para el coronavirus?
¿Por qué algunos lugares a los que solemos ir normalmente están cerrados?
¿Qué puedo hacer para ayudar?
¿Qué pasará después?

Para descargar este libro para niños sobre coronavirus, da clic en este enlace.
MÁS INFORMACIÓN SOBRE EL CORONAVIRUS:
Regreso a clases presenciales, lo que debes saber | Coronavirus
Cómo hacer una carpeta de experiencias para tu hijo
Casos de coronavirus en Mexico por estado | Estadísticas Covid-19
Primeros síntomas coronavirus: ¿cuáles son y cuándo ir al hospital?
Estas son las 6 condiciones para levantar la cuarentena de Covid-19
Laboratorios privados autorizados para hacer prueba de coronavirus
Lista de hospitales donde atienden a pacientes con coronavirus
Coronavirus: Canales dónde pasan clases de la SEP por contingencia
Casos de coronavirus en el Estado de México | Covid-19
Qué hacer en cuarentena para no aburrirse
¿Cómo hacer tu gel antibacterial casero para manos con alcohol?
Coronavirus: 15 datos que debes saber sobre la pandemia de Covid-19
Cuántos casos hay de coronavirus en Yucatán
¿Cuántos casos de coronavirus hay en Jalisco? 
 
 
 
 
",http://www.unionpuebla.mx/articulo/2020/04/23/gente/coronavirus-covid-19-para-ninos-libro-gratis-en-pdf-para-descargar
Procesan a 2 mujeres que atacaron a enfermera ,"
Las dos mujeres que agredieron el pasado miércoles a una enfermera fueron vinculadas a proceso con medida cautelar de prisión preventiva, dio a conocer la Fiscalía General del Estado (FGE).

Alejandro Echeverría Cornejo, el titular de la FGE, señaló que en Querétaro no habrá impunidad para quienes agreden a quienes nos cuidan.

Recordó que el miércoles 22 de abril una enfermera del Hospital del Niño y la Mujer fue agredida por dos mujeres, las cuales fueron detenidas por elementos de la Policía Estatal de Querétaro (Poes).

La Fiscalía General del Estado informó que ambas imputadas fueron vinculadas a proceso por el delito de discriminación y como medida cautelar se les dictó prisión preventiva justificada.

Detalló que las imputadas fueron presentadas ante la autoridad judicial para solicitar su vinculación a proceso por el delito de discriminación, misma que fue concedida, toda vez que el juez de control consideró correctos los datos de prueba, así como de legal la detención. Además, determinó como plazo de investigación complementaria dos meses.

Echeverría Cornejo también dijo que en todo momento se le ha brindado atención integral a la víctima del delito.

Reiteró que en Querétaro se reconoce el trabajo del personal de salud, que se encuentran en la primera línea de batalla para atender a las personas contagiadas de Covid-19.

Cabe señalar que de acuerdo a información de Martina Pérez Rendón, directora de los Servicios de Salud, hasta el momento son cinco trabajadoras del Sector Salud del estado de Querétaro quienes han sido agredidas física y verbalmente, además de discriminadas, a raíz de la emergencia nacional por el Covid-19.

Los hechos se han reportado en tres municipios diferentes; explicó que, aunque el personal no hace el registro directo ante las autoridades de la Secretaría de Salud, la dependencia hace un monitoreo para ofrecer apoyo a las víctimas.
",https://www.eluniversalqueretaro.mx/portada/procesan-2-mujeres-que-atacaron-enfermera
Alsea ante críticas: Queremos mantener el negocio para no poner en riesgo empleos,"
Ante las críticas por las medidas que está aplicando la controladora de restaurantes Alsea para mantener la continuidad del negocio, donde se incluye que sus trabajadores se ausenten por 30 días sin goce de sueldo, la empresa explicó que busca aplicar medidas que no pongan en riesgo las plazas laborales de sus colaboradores.
“Estamos viviendo un tiempo que nos reta a todos. Alsea, como empresa 100% mexicana, está respondiendo con el mayor nivel de responsabilidad del que somos capaces; reiteramos el respeto para nuestra gente y les confirmamos que toda nuestra atención está puesta en asegurar la continuidad del negocio para no poner en riesgo sus empleos y honrar su voto de confianza por trabajar con nosotros. De la mano de todos ellos, lo vamos a lograr.
La empresa dijo que la propuesta, dada a conocer este jueves en un comunicado a la Bolsa de Valores, de otorgar licencia voluntaria a sus trabajadores por 30 días ha sido malinterpretada en un momento donde su industria se está viendo afectada por la pandemia de coronavirus.
Leer también: Restaurantes y aerolíneas, lo más ""infectados""
“Lo relativo a otorgar una ausencia voluntaria de 30 días sin goce de sueldo a los colaboradores que así lo soliciten, ha generado comentarios fuera de contexto y malinterpretaciones. La licencia voluntaria es una de varias medidas que estamos aplicando para tratar de preservar los más de 41 mil 500 empleos que ofrecemos en el país; estamos apelando a esquemas de flexibilidad laboral, con apoyo de nuestros colaboradores, ante la difícil situación por la que atraviesa nuestra operación, derivada de la preocupación genuina de nuestros consumidores por su salud y la de sus familias”, añadió.
ml
",https://eluniversal.com.mx/cartera/alsea-ante-criticas-queremos-mantener-el-negocio-para-no-poner-en-riesgo-empleos
,"
Las aerolíneas estadounidenses están intensificando sus políticas de viaje para garantizar seguridad a sus pasajeros frente a la pandemia por coronavirus. 

A partir del 4 de mayo, JetBlue Airways exigirá a todos su pasajeros, de vuelos nacionales e internacionales, que utilicen cubiertas faciales a bordo para evitar el contagio de coronavirus. 

A través de un comunicado de prensa, la compañía dio a conocer su medida más estricta hasta el momento, añadiendo que los asistentes de vuelo también deben utilizar máscaras faciales mientras permanezcan en servicio. 

“Usar una máscara para la cara no se trata de protegerte a ti mismo, se trata de proteger a quienes te rodean”, señaló Joanna Geraghty, presidenta y directora de operaciones de JetBlue en un comunicado de prensa. 

No te pierdas 






Los consejos de la TSA para agilizar el paso en los filtros del aeropuerto 


Evita perder tu vuelo por las largas filas en el aeropuerto, sin descuidar tu seguridad 




“Esta es la nueva etiqueta de vuelo. A bordo, el aire de la cabina circula bien y se limpia a través de filtros cada pocos minutos, pero este es un espacio compartido donde tenemos que ser considerados con los demás. También estamos pidiendo a nuestros clientes que sigan estas pautas de los CDC en el aeropuerto”, señaló. 

Los pasajeros deberán usar los protectores faciales durante el check-in dentro del aeropuerto, durante el viaje y cuando bajen del avión. 

La empresa, con sede en Nueva York, dijo que dispondrá de una cantidad limitada de mascarillas para los pasajeros que no lleven las suyas. 

Por su parte, destacó que los niños pequeños son una excepción al nuevo protocolo.  

Las recientes medidas se tomaron como respuesta a la creciente demanda de líderes sindicales de las aerolíneas, consumidores y funcionarios sobre la necesidad de protección facial para frenar la propagación del Covid-19 y para asegurar viajes seguros. 

Posterior al anuncio de JetBlue, Sara Nelson, presidenta internacional de la Asociación de Auxiliares de Vuelo CWA, reconoció las nuevas medidas de seguridad, e instó a otras empresas a seguir sus pasos y exigir mascarillas a los pasajeros. 

American Airlines anunció que entregará protectores faciales y toallas desinfectantes a los pasajeros a partir del 1 de mayo y que exigirá a sus asistentes de vuelo el uso de mascarillas durante su servicio. 

Lee 






Programa de Viajero Confiable (Global Entry) suspendido hasta junio


Aduanas y Protección Fronteriza de EU decidió aplazar la suspensión de sus servicios con el objetivo de proteger a su personal del coronavirus





Asimismo reveló sus planes para intensificar los procedimientos de limpieza y desinfección de sus aviones, incluidos los asientos, bandejas, mesas, ventanas, cinturones, pantallas de respaldo y superficies de cabina. 

Por su parte, Delta planea repartir cubrebocas en los mostradores de boletos, puertas y aviones a bordo, por el momento exige el uso de mascarillas cuando no se puede mantener una distancia de metro y medio dentro del avión. 

United Airlines y Frontier Airlines ya comenzaron a exigir el uso de cubiertas faciales a sus asistentes de vuelo. 

 

No te pierdas de las últimas noticias de Vive Usa en Google News,  síguenos aquí

 
",https://www.viveusa.mx/destinos/aerolineas-estadounidenses-exigen-los-pasajeros-usar-mascarillas-faciales
, Toggle navigation  SuscripcionesEl Universal ImpresoEl Universal QuerétaroEl Universal Digital                      >         ,https://www.clubeluniversal.mx/content/suscripciones
Detienen a 9 con armas y droga tras operativo en Tepito,"
Elementos de la policía capitalina realizaron un operativo en calles del barrio de Tepito, en donde detuvieron a nueve personas con armas largas y droga.
De acuerdo con los primeros reportes, los efectivos fueron desplegados sobre la calle de Aztecas en donde ingresaron a una vecindad.
También lee: Montan operativo para detener a líder del CJNG en la Miguel Hidalgo, pero no lo encuentran 
Ahí los uniformados hallaron a los detenidos con armas de grueso calibre, chalecos y dosis de drogas; según los reportes, se trata de integrantes de un presunto grupo delictivo. 
Hasta el momento el despliegue continúa en la zona.
vare
",https://eluniversal.com.mx/metropoli/cdmx/detienen-9-con-armas-y-droga-tras-operativo-en-tepito
