title                                                     ,content                                                                                                                                                                                                                                                                                                                                                                                                               ,url

7 actividades para disfrutar en la Noche de Museos virtual,"
Hoy, 29 de abril, es el último miércoles del mes, lo cual significa que hay Noche de Museos.  Sin cuarentena acostumbramos a recorrer en la noche los diferentes recintos artísticos, conocer sus exposiciones, participar en sus talleres, recorridos  u otras actividades. Esta edición será totalmente virtual para evitar salir de casa. Pero no perderá su esencia. 
 
La Noche de Museos virtual es una iniciativa de la Secretaría de Cultura de la Ciudad de México para que la gente pueda disfrutar de diversas ofertas culturales en línea y evitar una mayor propagación de coronavirus Covid-19. Todos los contenidos culturales se empezaran a compartir a partir de las 18:00 horas de ayer, a través de la página nochedemuseos.cdmx.gob.mx y redes sociales de los participantes.
 

Estas son 7 propuestas para esta Noche de Museos virtual.

Museo del Chocolate
 Si eres fan del  delicioso chocolate y, además, quieres convertirte en un experto al momento de degustarlo,  el Museo del Chocolate ofrece a las 19:30 horas la actividad ¿Cómo catar un chocolate?. A las 20:00 horas se hará un recorrido musicalizado y a las 21:00 horas se realizará una plática del cacao (elemento fundamental para la elaboración de chocolate). 
 Foto: Facebook Mucho Mundo Chocolate
 
También, a las 19, 20 y 21 horas se llevarán a cabo las cápsulas ""¿Sabías qué?"" para resolver todas tus dudas. Las  actividades serán transmitidas por sus redes sociales. 
Leer también: Disfruta de un recorrido virtual por el Museo de Frida Kahlo

Museo Palacio de la Escuela de Medicina - UNAM
Este museo se remontará hasta la época de la Nueva España, escuchando los cuentos de las cárceles del Santo Oficio de la Inquisición. También puedes aprender sobre la curación con hierbas a través de la narración oral de “Las Cihuateteos, dueñas de las hierbas y la sanación”, a cargo de Valentina  Ortiz, mejor conocida como “Colibrí de Fuego”. 
 
La cita es a las 19 horas y ambas narraciones puedes escucharlas en el Facebook del museo. 

Museo Nacional de la Revolución
La oferta que tiene este museo para el miércoles en la noche es un viaje virtual a 1910, para recordar el movimiento armado revolucionario. Son una serie de cápsulas que serán transmitidas a partir de las 18 horas en las redes sociales del museo.
 Foto: Facebook Museo Nacional Revolución
Leer también: Palacio de Bellas Artes: tour virtual y datos curiosos de su telón de cristal  

Museo de Historia Natural 
Aquí habrá diferentes actividades. Comenzamos por un par de charlas breves sobre “El origen del homo sapiens y las selvas de África” y “Origen y evolución de las especies”. Estarán a cargo  del Dr. Alejandro Terrazas Mata y el Dr. J. Alberto Campillo Balderas, respectivamente. 
 Foto: Facebook Museo de Historia Natural 
 
Si te gusta el arte de pintar, no te pierdas el taller “Magia en acuarelas”, impartido por Reyna Ruelas. Por último, disfruta de las melodías de los músicos Jorge Pompa Megía y Francisco Drilo Lozano. 
 
Las transmisiones de estas actividades serán vía Facebook a partir de las 18:00 horas. 

Museo Mural Diego Rivera 
“Sueño de una tarde dominical en la Alameda Central” es una de las obras más importantes del museo y fue creada por Diego Rivera. Pero hace varios años, esta pieza le pertenecía  a un hotel de la Ciudad de México y tras el terremoto del 85, fue trasladada a su actual sitio. Toda esta historia la podrás conocer en el documental “Cuando la tierra tembló” realizado por la Dra. Mercedes Sierra. 
 
La transmisión será a las 20:00 horas a través del Facebook del museo.
 Foto: Facebook Museo Mural Diego Rivera 

Museo Casa del Risco 
A partir de las 19 horas, el Facebook del museo difundirá una plática grabada de Ester Echeverría sobre anécdotas de grandes mujeres en la escena del arte y en la historia de México, como Tina Modotti, Lola Cueto, Lola Álvarez Bravo, Fanny Rabel y Consuelo Revueltas.  Esto gracias a su exposición “Mujeres en el arte. Primera mitad del siglo XX”. 
Leer también: ¡Qué miedo! Ofrecen recorrido virtual en una casa embrujada 

Museo Archivo de la Fotografía
 De las 19 a las 20 horas, el museo transmitirá en vivo por Facebook un concierto de Eblin Ruan, artista y cantautora mexicana quien interpretará parte de su álbum “Cantos de Tierra y Luna”, Su música tiene tintes de folklor urbano. 
",/destinos/7-actividades-para-disfrutar-en-la-noche-de-museos-virtual

